perplexity,mtld,flesch_ease,sent_len_mean,sent_len_std,word_len_mean,function_word_ratio,pos_NOUN,pos_VERB,pos_ADJ,pos_ADV,pos_PRON,pos_DET,pos_ADP,pos_CCONJ,pos_SCONJ,pos_NUM,pos_PUNCT,passive_voice_rate,bigram_repetition_rate,trigram_repetition_rate,citation_density,label
28.06623649597168,132.48650438306063,26.615607450653357,25.74,20.593503830091663,5.612059158134244,0.23321956769055746,0.19051262433052793,0.060826319816373375,0.07918898240244836,0.014537107880642693,0.013771996939556235,0.04475899005355777,0.06006120887528692,0.01224177505738332,0.008416220351951033,0.056618209640397855,0.23565416985462892,0.05426356589147287,0.07849829351535836,0.02502844141069397,43.974871501998855,1
77.18460083007812,49.567582135986676,55.009951523053246,38.54,34.085310619092205,4.09211356466877,0.41198738170347005,0.18116499871696176,0.06517834231460097,0.05388760585065435,0.02155504234026174,0.029253271747498075,0.07980497818835001,0.09160892994611239,0.02514754939697203,0.020015396458814474,0.02181164998716962,0.1726969463690018,0.22608695652173913,0.13785488958990536,0.07665615141955837,0.0,0
32.968475341796875,45.111111111111114,55.06523856812936,24.16,19.474968549396944,4.878954027836356,0.18599746942218473,0.15879478827361562,0.046416938110749185,0.046416938110749185,0.01248642779587405,0.008143322475570033,0.03311617806731813,0.05510314875135722,0.01004343105320304,0.005971769815418024,0.09527687296416938,0.256243213897937,0.052083333333333336,0.08224377899620414,0.04217629692113033,39.93055555555555,1
53.418277740478516,46.07082654135075,39.526172798720296,30.12,24.659391719991795,4.850132625994695,0.3146551724137931,0.20290607161390764,0.07368967306694343,0.09237156201349248,0.027244421380384017,0.021536066424494033,0.06071613907628438,0.07810067462376752,0.024130773222625843,0.00934094447327452,0.04462895692786715,0.19875454073689672,0.18493150684931506,0.1226790450928382,0.0626657824933687,11.666666666666668,0
85.91194915771484,53.70016983363577,15.996354588305422,39.17,35.25451885928951,5.661803326524657,0.35716370002918,0.2046322219394248,0.08220921354034105,0.05879358615423772,0.02316110969712395,0.033596334945278694,0.08068210740646475,0.09798931025706287,0.017307202850598117,0.0175617205395775,0.02316110969712395,0.1913973021124968,0.23493975903614459,0.12751677852348994,0.077035307849431,0.0,0
33.29774856567383,70.08705310423316,31.941289165485017,29.2,26.355644556716875,5.482703137570394,0.2847948511665326,0.20233684810487318,0.06640068395554288,0.06583072100313479,0.020233684810487318,0.015104018238814477,0.060131091479053864,0.06611570247933884,0.011969222000569962,0.011399259048161869,0.04616699914505557,0.22513536620119692,0.05442176870748299,0.08648431214802896,0.03700724054706356,17.8497301784973,1
25.988370895385742,74.31821962218751,35.032647696669045,26.84,19.652338283267973,5.574727668845316,0.2596949891067538,0.21580079926221948,0.06148170919151552,0.07285582539194589,0.016600061481709193,0.015985244389794036,0.056255763910236706,0.06578542883492161,0.013525976022133415,0.012296341838303105,0.052259452812788196,0.20411927451583153,0.042682926829268296,0.08235294117647059,0.040522875816993466,19.457013574660635,1
137.7933349609375,44.36649093349406,0.0,22.1,18.903174336602838,9.299312242090783,0.2294360385144429,0.17796418045794604,0.04579460439809567,0.03899342552709136,0.014055769666742235,0.022443890274314215,0.040126955338925414,0.04148719111312627,0.013829063704375425,0.00861482656993879,0.038540013602357745,0.31602811153933347,0.03482587064676617,0.08473177441540578,0.05337001375515819,0.0,0
124.97467803955078,56.291349091178816,39.12955325836393,21.44,16.462272018163226,5.434967320261438,0.3437908496732026,0.26556016597510373,0.07745504840940526,0.04923928077455048,0.022959889349930845,0.019640387275242047,0.08326417704011065,0.09488243430152143,0.02793914246196404,0.014937759336099586,0.037621023513139694,0.14661134163208853,0.1963470319634703,0.10947712418300654,0.05620915032679739,6.333333333333333,0
34.01377487182617,94.43722891232602,27.349271420906234,26.01,23.10995240150875,5.7428892215568865,0.24288922155688622,0.20893943401216608,0.0674424755355726,0.0790796085691616,0.020364982808780747,0.017455699550383497,0.05236709865115049,0.059243586352816714,0.010314731552499339,0.010050251256281407,0.054482941020893946,0.20814599312351229,0.052132701421800945,0.07859281437125748,0.029565868263473054,19.065420560747665,1
